,Unnamed: 0,text,text_clean,text_preprocessed
0,0,@fadlizon Pak bukannya DPR juga menganggarkan gas air mata tersebut kan buat polisi?,pak bukannya dpr menganggarkan gas air mata tersebut kan membuat polisi ,"['pak', 'bukan', 'dpr', 'anggar', 'gas', 'air', 'mata', 'sebut', 'kan', 'buat', 'polisi']"
1,1,@txtdrberseragam KNP JADI POLISI ANJG 😭,jadi polisi anjing 😭 ,"['jadi', 'polisi', 'anjing', '']"
2,2,"Jumlah anggota Polri yang diperiksa terkait Tragedi Kanjuruhan bertambah. Hingga kini, anggota Polri diperiksa berjumlah 31 anggota. https://t.co/H50QO4mLvy",jumlah anggota polri diperiksa terkait tragedi kanjuruhan bertambah hingga kini anggota polri diperiksa berjumlah anggota ,"['jumlah', 'anggota', 'polri', 'periksa', 'kait', 'tragedi', 'kanjuruhan', 'tambah', 'hingga', 'kini', 'anggota', 'polri', 'periksa', 'jumlah', 'anggota']"
3,3,"Gduwe doyo maneh gae menghakimi polisi yaallah. Gaonok kata atau kalimat sg mewakili mereka, sangking kejam+gak karua2an e. https://t.co/YsJdg58pGo",gduwe doyo kamu gae menghakimi polisi yaallah gaonok kata kalimat sg mewakili sangking kejamgak karuaan e ,"['gduwe', 'doyo', 'kamu', 'gae', 'hakim', 'polisi', 'yaallah', 'gaonok', 'kata', 'kalimat', 'sg', 'wakil', 'sangking', 'kejamgak', 'karuaan', 'e']"
4,4,Padahal orang tua nya di bunuh polisi https://t.co/eGyNKCb7FP,padahal orang tua nya bunuh polisi ,"['padahal', 'orang', 'tua', 'nya', 'bunuh', 'polisi']"
5,5,"di Dalam stadion, pada saat mereka menghadapi ultras. Ketika polisi melihat Massa dengan perspektif mereka, ketika sebuah empati berada pada titik nadir Yang paling rendah, disanalah malapetaka ini terjadi.",dalam stadion saat menghadapi ultras polisi melihat massa perspektif ketika sebuah empati berada titik nadir paling rendah disanalah malapetaka terjadi ,"['dalam', 'stadion', 'saat', 'hadap', 'ultras', 'polisi', 'lihat', 'massa', 'perspektif', 'ketika', 'buah', 'empati', 'ada', 'titik', 'nadir', 'paling', 'rendah', 'sana', 'malapetaka', 'jadi']"
6,6,"@republikaonline Utk para polisi di seluruh pelosok Indonesia.
Mulai skrg sebaiknya jaga sikap terhdp Institusi TNI, akibatnya bs fatal krn mrk di didik sgt terlatih dalam berperang.",para polisi seluruh pelosok indonesia mulai sekarang sebaiknya jaga sikap terhdp institusi tni akibatnya fatal mereka didik sangat terlatih berperang ,"['para', 'polisi', 'seluruh', 'pelosok', 'indonesia', 'mulai', 'sekarang', 'baik', 'jaga', 'sikap', 'terhdp', 'institusi', 'tni', 'akibat', 'fatal', 'mereka', 'didik', 'sangat', 'latih', 'perang']"
7,7,@DavidWijaya82 @KPK_RI @ListyoSigitP @DivHumas_Polri @PolhukamRI @kemendagri HATI-HATI NGOMONG POLISI TALIBAN.,hati-hati katakan polisi taliban ,"['hati', 'kata', 'polisi', 'talib']"
8,8,@anasir Nggak ada yang berani bilang polisi tersangkanya....,ada berani katakan polisi tersangkanya ,"['ada', 'berani', 'kata', 'polisi', 'sangka']"
9,9,"@hudacahjurang @okkymadasari Disisi lain, kalau supporternya tidak rusuh dan legowo, hal ini tidak akan pernah terjadi. Kalau anda jadi polisi, jika anda dilempari dan di geruduk massa sebanyak itu apa yang akan anda lakukan? Apalagi, anggota anda cuma terbatas? Apakah anda akan diam dimassa supporter?",disisi kalau supporternya rusuh legowo ini pernah terjadi kalau kamu jadi polisi kamu dilempari di geruduk massa sebanyak apa akan kamu lakukan anggota kamu cuma terbatas kamu akan diam dimassa supporter ,"['sisi', 'kalau', 'supporternya', 'rusuh', 'legowo', 'ini', 'pernah', 'jadi', 'kalau', 'kamu', 'jadi', 'polisi', 'kamu', 'lempari', 'di', 'geruduk', 'massa', 'banyak', 'apa', 'akan', 'kamu', 'laku', 'anggota', 'kamu', 'cuma', 'batas', 'kamu', 'akan', 'diam', 'massa', 'supporter']"
10,10,"bxb! Guys ada yang tau au noren yang rj nya tuh awal sahabatan sama jn diawal rj tuh problematik banget tapi di akhir ternyata yang problematik itu di jn , jadi ternyata si jn tuh obsesi gitu sama jn di ending nya jn di tangkap polisi karena kasus dan yang laporin si rj  (cont..)",bxb teman-teman tahu au noren rj nya awal sahabatan sama jn diawal rj problematik sangat akhir ternyata yang problematik jn jadi ternyata si jn obsesi sama jn di ending nya jn di tangkap polisi kasus yang laporin si rj cont ,"['bxb', 'teman', 'tahu', 'au', 'noren', 'rj', 'nya', 'awal', 'sahabat', 'sama', 'jn', 'awal', 'rj', 'problematik', 'sangat', 'akhir', 'nyata', 'yang', 'problematik', 'jn', 'jadi', 'nyata', 'si', 'jn', 'obsesi', 'sama', 'jn', 'di', 'ending', 'nya', 'jn', 'di', 'tangkap', 'polisi', 'kasus', 'yang', 'laporin', 'si', 'rj', 'cont']"
11,11,@JKOOPHORIA97 Biar aja aku suka polisi 🤭😁🤣,saja suka polisi 🤭😁🤣 ,"['saja', 'suka', 'polisi', '']"
12,12,"@yashadipura Polisi jnck
Negeri Konoha",polisi jnck negeri konoha ,"['polisi', 'jnck', 'negeri', 'konoha']"
13,13,"@collegemenfess Klo minimal s1/d3 gajinya pasti beda. Yg harus diubah adalah pendidikan kepolisiannya, praktik ordal dibrantas, dan standar akademiknya ditinggikan. Polisi harus sperti pns karena termasuk pelayanan bukn kearah militer. Klo bisa pangkat bintang jangan nama jenderal, militeristik.",kalau minimal sd gajinya beda diubah pendidikan kepolisiannya praktik ordal dibrantas standar akademiknya ditinggikan polisi harus sperti pns termasuk pelayanan bukn kearah militer kalau pangkat bintang jangan nama jenderal militeristik ,"['kalau', 'minimal', 'sd', 'gaji', 'beda', 'ubah', 'didik', 'polisi', 'praktik', 'ordal', 'dibrantas', 'standar', 'akademik', 'tinggi', 'polisi', 'harus', 'sperti', 'pns', 'masuk', 'layan', 'bukn', 'arah', 'militer', 'kalau', 'pangkat', 'bintang', 'jangan', 'nama', 'jenderal', 'militeristik']"
14,14,"@Dio_Nzee @zarazettirazr @beautydyah Lah kan bener... Oknum

Oknum (orangnya/pelaku)
Polisi ( benda mati / institusi/ lembaga )

🤣🤣",lah kan benar oknum oknum orangnyapelaku polisi benda mati institusi lembaga 🤣🤣 ,"['lah', 'kan', 'benar', 'oknum', 'oknum', 'orangnyapelaku', 'polisi', 'benda', 'mati', 'institusi', 'lembaga', '']"
15,15,ACAB. Lo liat ini kinerja pegawai lo @DivHumas_Polri. Lo bilang ini oknum lagi? Hadeh. Percuma emang lapor polisi https://t.co/QzFx4LVoYV,acab kamu lihat kinerja pegawai kamu kamu katakan oknum hadeh percuma memang lapor polisi ,"['acab', 'kamu', 'lihat', 'kerja', 'pegawai', 'kamu', 'kamu', 'kata', 'oknum', 'hadeh', 'percuma', 'memang', 'lapor', 'polisi']"
16,16,"Polisi menyebut, ada luka di kepala jasad pria ditemukan di kolong Tol Jagorawi diduga akibat kekerasan menggunakan senjata tajam. https://t.co/0I9f3Mmfq8",polisi menyebut luka kepala jasad pria ditemukan kolong tol jagorawi diduga akibat kekerasan menggunakan senjata tajam ,"['polisi', 'sebut', 'luka', 'kepala', 'jasad', 'pria', 'temu', 'kolong', 'tol', 'jagorawi', 'duga', 'akibat', 'keras', 'guna', 'senjata', 'tajam']"
17,17,"@theFboneless @txtdrberseragam Dulu rumahku juga sampe dibobol maling, motor 1 hilang. Pas lapor polisi, ya cuma dicek2 aja. Padahal aku pun keluarga polisi 😭

Yg keluarga polisi aja dicuekin, apalagi sipil biasa hehe.",dulu rumahku sampai dibobol maling motor hilang lapor polisi iya cuma dicek padahal pun keluarga polisi 😭 keluarga polisi dicuekin sipil biasa haha ,"['dulu', 'rumah', 'sampai', 'bobol', 'maling', 'motor', 'hilang', 'lapor', 'polisi', 'iya', 'cuma', 'cek', 'padahal', 'pun', 'keluarga', 'polisi', '', 'keluarga', 'polisi', 'dicuekin', 'sipil', 'biasa', 'haha']"
18,18,@txtdrberseragam wkwkwkwkwkw abis ketemu kapolda lgsg bercita2 jd polisi,wkwkwkwkwkw habis ketemu kapolda langsung bercita jadi polisi ,"['wkwkwkwkwkw', 'habis', 'ketemu', 'kapolda', 'langsung', 'cita', 'jadi', 'polisi']"
19,19,"@txtdrberseragam pliss dek jangan mau jadi polisi y,",adik jangan mau jadi polisi ,"['adik', 'jangan', 'mau', 'jadi', 'polisi']"
20,20,Dipusaran tragedi Kanjuruhan antara polisi dan Kompolnas https://t.co/uCo31MTFCo,dipusaran tragedi kanjuruhan polisi kompolnas ,"['pusar', 'tragedi', 'kanjuruhan', 'polisi', 'kompolnas']"
21,21,"@KompasTV waduh nak cita2 kok jd polisi toh,....",aduh nak cita kok jadi polisi ,"['aduh', 'nak', 'cita', 'kok', 'jadi', 'polisi']"
22,22,@txtfromrei @hasiaanhu @txtdrberseragam dibunuh polisi gak kack?,dibunuh polisi kack ,"['bunuh', 'polisi', 'kack']"
23,23,"@18fesss Biasander namanya juga polisi, wajar. Polisi kan goblok😅. Yang sabar ya kamu, block aja nomornya, viralin kalo bisa",biasander namanya polisi wajar polisi kan goblok😅 sabar iya kamu block nomornya viralin kalau ,"['biasander', 'nama', 'polisi', 'wajar', 'polisi', 'kan', 'goblok', 'sabar', 'iya', 'kamu', 'block', 'nomor', 'viralin', 'kalau']"
24,24,@panca66 Hati adu domba polisi vs TNI yg sama2 punya senjata.,hati adu domba polisi vs tni sama punya senjata ,"['hati', 'adu', 'domba', 'polisi', 'vs', 'tni', 'sama', 'punya', 'senjata']"
25,25,"@gilbhas Atau dapat surat somasi dari Sahabat Polisi.wkwkwkwkwk 
Canda",dapat surat somasi sahabat polisiwkwkwkwkwk canda ,"['dapat', 'surat', 'somasi', 'sahabat', 'polisiwkwkwkwkwk', 'canda']"
26,26,"@bachrum_achmadi Apakah nicholas saputra &amp; ariel tatum malu?apakah si iwa k &amp; nugie sedih dgn peristiwa2 kekejaman polisi?yg dibalik faktanya di film nya @Dennysiregar7 yg dpt sokongan mafia perjudian,narkoba,pelacuran?",nicholas saputra amp; ariel tatum maluapakah si iwa amp; nugie sedih peristiwa kekejaman polisiyg dibalik faktanya film nya dapat sokongan mafia perjudiannarkobapelacuran ,"['nicholas', 'saputra', 'amp', '', 'ariel', 'tatum', 'maluapakah', 'si', 'iwa', 'amp', '', 'nugie', 'sedih', 'peristiwa', 'kejam', 'polisiyg', 'balik', 'fakta', 'film', 'nya', 'dapat', 'sokong', 'mafia', 'perjudiannarkobapelacuran']"
27,27,@papa_loren Gak habis pikir sama polisi polisi sekarang ini. Semua yang dilakukan benar benar di luar akal sehat.,habis pikir sama polisi polisi sekarang semua dilakukan benar benar luar akal sehat ,"['habis', 'pikir', 'sama', 'polisi', 'polisi', 'sekarang', 'semua', 'laku', 'benar', 'benar', 'luar', 'akal', 'sehat']"
28,28,"Sudah Lakukan Olah TKP dan Kantongi Barang Bukti,  Polisi Segera Periksa Rizky Billar https://t.co/tdnZT1pT5M",lakukan olah tkp kantongi barang bukti polisi segera periksa rizky billar ,"['laku', 'olah', 'tkp', 'kantong', 'barang', 'bukti', 'polisi', 'segera', 'periksa', 'rizky', 'billar']"
29,29,"Wkwkwkwkwk jadi polisi kok gini2 amat ya… susah banget mengakui kesalahan, kayak udah paling bener aja hidup kelen sambo sambo… https://t.co/EFn4poXsfQ",wkwkwkwkwk jadi polisi kok begini ya… susah sangat mengakui kesalahan sudah paling benar hidup kelen sambo sambo… ,"['wkwkwkwkwk', 'jadi', 'polisi', 'kok', 'begini', 'ya', 'susah', 'sangat', 'aku', 'salah', 'sudah', 'paling', 'benar', 'hidup', 'kelen', 'sambo', 'sambo']"
30,30,"@Hilmi28 @pejoeang_id Polisi di AS malah mempraktekkan Budaya Nusantara, Budaya Legowo Minta Maaf",polisi as bahkan mempraktekkan budaya nusantara budaya legowo minta maaf ,"['polisi', 'as', 'bahkan', 'praktek', 'budaya', 'nusantara', 'budaya', 'legowo', 'minta', 'maaf']"
31,31,"@tagihansemua @rezaimamri @Dulkmit_ @fadelfarhansyah @kopiganja @fmuchtar_ Masih ribut ya ternyta
Padahl pointnya udah jelas
Polisi goblok yg ga tau SOP ketemu supporter tolol rusuh masuk lapangan
Yg jadi korban supporter yg emang niat mau nonton ama dukung arema sama polisi yg emang niat mau bantuin supporter",masuk ribut iya ternyta padahl pointnya jelas polisi bodoh tidak tahu sop ketemu supporter tolol rusuh masuk lapangan jadi korban supporter memang niat mau nonton sama dukung arema sama polisi memang niat mau bantuin supporter ,"['masuk', 'ribut', 'iya', 'ternyta', 'padahl', 'point', 'jelas', 'polisi', 'bodoh', 'tidak', 'tahu', 'sop', 'ketemu', 'supporter', 'tolol', 'rusuh', 'masuk', 'lapang', 'jadi', 'korban', 'supporter', 'memang', 'niat', 'mau', 'nonton', 'sama', 'dukung', 'arema', 'sama', 'polisi', 'memang', 'niat', 'mau', 'bantuin', 'supporter']"
32,32,"@ngaanuuu @registaco @CNNIndonesia Dilematis memang, sya juga g ada dilokasi kejadian.  Betapa crowd dan mencekamnya malam itu. Sehingga sulit untuk mengukur juga kebijakan yg diambil polisi dengan dampak kerusuhan yg mudah tersulut kala itu.",dilematis memang ada dilokasi kejadian betapa crowd mencekamnya malam sehingga sulit mengukur juga kebijakan diambil polisi dampak kerusuhan mudah tersulut kala ,"['lat', 'memang', 'ada', 'lokasi', 'jadi', 'betapa', 'crowd', 'cekam', 'malam', 'sehingga', 'sulit', 'ukur', 'juga', 'bijak', 'ambil', 'polisi', 'dampak', 'rusuh', 'mudah', 'sulut', 'kala']"
33,33,"3. Segera menyelamatkan dan menyimpan segala dokumen penting seperti surat beranak, passport, geran tanah, polisi insuran dan dokumen berharga di peti simpanan selamat dan kalis air. Pastikan juga disimpan di tempat yang tinggi dan selamat.",segera menyelamatkan menyimpan segala dokumen penting surat beranak passport geran tanah polisi insuran dokumen berharga peti simpanan selamat kalis air pastikan disimpan tempat tinggi selamat ,"['segera', 'selamat', 'simpan', 'segala', 'dokumen', 'penting', 'surat', 'anak', 'passport', 'geran', 'tanah', 'polisi', 'insuran', 'dokumen', 'harga', 'peti', 'simpan', 'selamat', 'kalis', 'air', 'pasti', 'simpan', 'tempat', 'tinggi', 'selamat']"
34,34,"1. Sentiasa cakna dan mendengar tentang update terkini di media sosial berkaitan status hujan lebat dan risiko banjir di sekitar kawasan anda.

2. Menyemak polisi insurans anda, sama ada segala harta-benda anda dilindungi dari bencana banjir atau tidak.",sentiasa cakna mendengar update terkini media sosial berkaitan status hujan lebat risiko banjir sekitar kawasan kamu menyemak polisi insurans kamu sama segala harta-benda kamu dilindungi bencana banjir tidak ,"['sentiasa', 'cakna', 'dengar', 'update', 'kini', 'media', 'sosial', 'kait', 'status', 'hujan', 'lebat', 'risiko', 'banjir', 'sekitar', 'kawasan', 'kamu', 'semak', 'polisi', 'insurans', 'kamu', 'sama', 'segala', 'harta-benda', 'kamu', 'lindung', 'bencana', 'banjir', 'tidak']"
35,35,"@kurawa @DivHumas_Polri Tidak sepenuhnya menjadi kesalahan keluarga @baim_wong , polisi yang terlibat dalam pembuatan prank itu juga tidak gratis. Tentu Baim juga sudah membayar mereka.
Si Baim memang songong, tapi Si Polisi itu juga sudah menggadaikan integritas institusinya demi prank murahan.",sepenuhnya menjadi kesalahan keluarga polisi terlibat pembuatan prank gratis baim juga membayar si baim memang sombong si polisi juga sudah menggadaikan integritas institusinya prank murahan ,"['sepenuh', 'jadi', 'salah', 'keluarga', 'polisi', 'libat', 'buat', 'prank', 'gratis', 'baim', 'juga', 'bayar', 'si', 'baim', 'memang', 'sombong', 'si', 'polisi', 'juga', 'sudah', 'gadai', 'integritas', 'institusi', 'prank', 'murah']"
36,36,"Mohon maaf kalau story saya isinya itu-itu saja. Saya tidak akan istirahat sampai keadilan ditegakkan.
Tujuan saya jelas: otoritas harus bertanggung jawab. 
Bukan hanya polisi, tapi semua yang memegang wewenangan dan kuasa.
Nyawa 100 orang lebih, saya tidak rela hilang sia-sia.",mohon maaf kalau story isinya itu-itu akan istirahat keadilan ditegakkan tujuan jelas otoritas bertanggung jawab bukan polisi semua memegang wewenangan kuasa nyawa orang lebih saya tidak rela hilang sia-sia ,"['mohon', 'maaf', 'kalau', 'story', 'isi', 'itu', 'akan', 'istirahat', 'adil', 'tegak', 'tuju', 'jelas', 'otoritas', 'tanggung', 'jawab', 'bukan', 'polisi', 'semua', 'pegang', 'wewenangan', 'kuasa', 'nyawa', 'orang', 'lebih', 'saya', 'tidak', 'rela', 'hilang', 'sia']"
37,37,@B3j0K0n4k @dinagustavsson SOP sesuai aturan yg sdh ditentukan SOP stadion pertandingan ikuti aturan FIFA gk bikin SOP sendiri..Diluar stadion boleh pakai SOP standar keamanan Polisi,sop sesuai aturan sudah ditentukan sop stadion pertandingan ikuti aturan fifa membuat sop sendiridiluar stadion pakai sop standar keamanan polisi ,"['sop', 'sesuai', 'atur', 'sudah', 'tentu', 'sop', 'stadion', 'tanding', 'ikut', 'atur', 'fifa', 'buat', 'sop', 'sendiridiluar', 'stadion', 'pakai', 'sop', 'standar', 'aman', 'polisi']"
38,38,@galroundt @deniss4lam @kang___L Krn yg dibahas dr awal polisi bukan pesantren,yang dibahas awal polisi bukan pesantren ,"['yang', 'bahas', 'awal', 'polisi', 'bukan', 'pesantren']"
39,39,Polisi ararim https://t.co/bPzrvHnZDi,polisi ararim ,"['polisi', 'ararim']"
40,40,[Biaya] Polisi Jamin Biaya Pendidikan Anak Yatim Piatu Karena Kanjuruhan | Liputan6 https://t.co/0si5ARwi0X #Video #anak #biaya #formatstraightnews,[biaya] polisi jamin biaya pendidikan anak yatim piatu kanjuruhan liputan ,"['', 'biaya', '', 'polisi', 'jamin', 'biaya', 'didik', 'anak', 'yatim', 'piatu', 'kanjuruhan', 'liput']"
41,41,"@zarazettirazr Itu polisi pendek amat, ganjelnya ga pakai duit kan ?",polisi pendek ganjelnya pakai uang kan ,"['polisi', 'pendek', 'ganjelnya', 'pakai', 'uang', 'kan']"
42,42,"@panca66 @ListyoSigitP Mungkin polisi Amrik hawa ya, makanan nya, gak sprti pol sn. Cmiiw",mungkin polisi amrik hawa iya makanan nya seperti pol sn koreksi ,"['mungkin', 'polisi', 'amrik', 'hawa', 'iya', 'makan', 'nya', 'seperti', 'pol', 'sn', 'koreksi']"
43,43,Gini amat Polisi min @DivHumas_Polri https://t.co/68b6wOhlX6,begini polisi min ,"['begini', 'polisi', 'min']"
44,44,@geloraco Karena Gas Air Mata dan perlakuan Polisi yang berlebihan kali pak @jokowi,gas air mata perlakuan polisi berlebihan kali pak ,"['gas', 'air', 'mata', 'laku', 'polisi', 'lebih', 'kali', 'pak']"
45,45,"~Kasus Sambo yg Trllu Lama
~Artis Nge Prank Polisi dgn Laporan Kasus KDRT &amp; Kabarnya Akn Berakhir damai
~Polisi Tembak Gas Air Mata dKanjuruhan
~Polisi yg Jilat Kuet Tart utk TNI

rkyat ingin trs mnjaga Wibawa @DivHumas_Polri tp malah mrk sndiri yg merusak Citranya

@ListyoSigitP https://t.co/1AEjeBnCCM",~kasus sambo trllu lama ~artis nge prank polisi laporan kasus kdrt amp; kabarnya akn berakhir damai ~polisi tembak gas air mata dkanjuruhan ~polisi jilat kuet tart tni rkyat terus mnjaga wibawa bahkan sendiri merusak citranya ,"['kasus', 'sambo', 'trllu', 'lama', 'artis', 'nge', 'prank', 'polisi', 'lapor', 'kasus', 'kdrt', 'amp', '', 'kabar', 'akn', 'akhir', 'damai', 'polisi', 'tembak', 'gas', 'air', 'mata', 'dkanjuruhan', 'polisi', 'jilat', 'kuet', 'tart', 'tni', 'rkyat', 'terus', 'mnjaga', 'wibawa', 'bahkan', 'sendiri', 'rusak', 'citra']"
46,46,"Thread ini bikin ilang bgt kepercayaan sm polisi dah, citra loe dah buruk bgttt https://t.co/Ss7t5wRqZr",thread membuat hilang sangat kepercayaan sama polisi citra kamu jelek bgttt ,"['thread', 'buat', 'hilang', 'sangat', 'percaya', 'sama', 'polisi', 'citra', 'kamu', 'jelek', 'bgttt']"
47,47,@zjeongint Lapor polisi ya tinggal tilpun aja,lapor polisi iya tinggal tilpun ,"['lapor', 'polisi', 'iya', 'tinggal', 'tilpun']"
48,48,"@sinkretisme_ @penanggungann @podcastretropus Penyebab utama tragedi di Kanjuruhan itu suporter yg rusuh di lapangan, jadi ada faktor sebab-akibat.
Kemungkinan besar Panpel, PSSI, dan PT LIB tidak melakukan koordinasi perihal tata cara pengamanan sesuai standar FIFA, dilihat polisi sllu membawa gas air di setiap pertandingan",penyebab utama tragedi kanjuruhan suporter rusuh lapangan jadi faktor sebab-akibat kemungkinan besar panpel pssi pt lib melakukan koordinasi perihal tata cara pengamanan sesuai standar fifa dilihat polisi sllu membawa gas air setiap pertandingan ,"['sebab', 'utama', 'tragedi', 'kanjuruhan', 'suporter', 'rusuh', 'lapang', 'jadi', 'faktor', 'sebab-akibat', 'mungkin', 'besar', 'panpel', 'pssi', 'pt', 'lib', 'laku', 'koordinasi', 'perihal', 'tata', 'cara', 'aman', 'sesuai', 'standar', 'fifa', 'lihat', 'polisi', 'sllu', 'bawa', 'gas', 'air', 'tiap', 'tanding']"
49,49,"Bisa lolos sebagai polisi org tersebut,scr mental idiologi jelas NOL BESAR https://t.co/pno3fW7X1T",lolos polisi orang tersebutscr mental idiologi jelas nol besar ,"['lolos', 'polisi', 'orang', 'tersebutscr', 'mental', 'idiologi', 'jelas', 'nol', 'besar']"
50,50,Mahal amat mau jadi polisi aja harus kehilangan orang tua dulu https://t.co/2kHSIwTjg6,mahal mau jadi polisi harus kehilangan orang tua dulu ,"['mahal', 'mau', 'jadi', 'polisi', 'harus', 'hilang', 'orang', 'tua', 'dulu']"
51,51,"@IjeySanta @ernestprakasa Harus ada kambing hitamnya, lagian sarannya juga ga spesifik kan. Padahal kan yang dilakuin polisi karena kurang planning, latihan, dan sosialisasi. Harusnya mutlak tugas dia dong",ada kambing hitamnya lagian sarannya tidak spesifik kan padahal kan dilakuin polisi kurang planning latihan sosialisasi harusnya mutlak tugas dong ,"['ada', 'kambing', 'hitam', 'lagi', 'saran', 'tidak', 'spesifik', 'kan', 'padahal', 'kan', 'dilakuin', 'polisi', 'kurang', 'planning', 'latih', 'sosialisasi', 'harus', 'mutlak', 'tugas', 'dong']"
52,52,"@KontraS Dulu pas tk kata papi mami gw, gw suka salim sama pak polisi di deket tk. Cuih",dulu tk kata papi mami saya suka salim sama pak polisi dekat tk cuih ,"['dulu', 'tk', 'kata', 'papi', 'mami', 'saya', 'suka', 'salim', 'sama', 'pak', 'polisi', 'dekat', 'tk', 'cuih']"
53,53,"@jolie_louisee15 @hestywlndr43 @galaksi @bayitwider @NayyaraQueenwin Udah dilaporin ke polisi ini ka,mudah mudahan ga di cabut laporannya",dilaporin polisi kamudah mudahan di pergi laporannya ,"['dilaporin', 'polisi', 'kamudah', 'mudah', 'di', 'pergi', 'lapor']"
54,54,@annisadiahp Kadang heran netijen ngomong jangan sudutkan polisi 🥱😂,kadang heran netijen katakan jangan sudutkan polisi 🥱😂 ,"['kadang', 'heran', 'netijen', 'kata', 'jangan', 'sudut', 'polisi', '']"
55,55,"@blank0429 mantap kompolnas.....lanjut GILAnya 
jangan lupa bantah, polisi gak pake gas airmata tapi cuman lagi ngudud bareng, jancuk wis kompolnas kok koyo uuaasuuu https://t.co/YibExVvHlk",mantap kompolnaslanjut gilanya jangan lupa bantah polisi pakai gas airmata cuma ngudud bareng anjing wis kompolnas kok koyo uuaasuuu ,"['mantap', 'kompolnaslanjut', 'gila', 'jangan', 'lupa', 'bantah', 'polisi', 'pakai', 'gas', 'airmata', 'cuma', 'ngudud', 'bareng', 'anjing', 'wis', 'kompolnas', 'kok', 'koyo', 'uuaasuuu']"
